x,y,z,r
110.15193021051142,29.63548636885366,1644.6877712938297,3
111.15815020273268,26.985520294472572,1933.8852636346542,4
114.33867186741007,26.23638968822281,2069.7922504665553,4
114.35444081431172,29.86791328522648,923.5638295550143,4
112.74465191151081,25.112117408799197,1225.6382632116192,2
110.94209600427295,27.07428194669055,1775.4815268661773,5
111.048269433572,25.191151398973467,1437.6740196651508,3
114.05524368395957,29.961182206952408,1463.1299252805281,3
112.6193503340868,28.336150771757733,2050.052104186424,4
113.18825051285042,28.184118900344117,-47.38767106638218,5
111.34755438978793,27.47550300585799,694.5877353356968,1
112.72739848731541,25.32511789933452,908.9224302117632,1
111.34613577111674,28.273540330763097,-121.53837675006183,2
111.7903278454179,27.20903612833422,1093.0310298166448,3
114.84366332410616,25.376014203290662,-99.88653615540444,1
111.58461690475846,27.944848174243052,984.731649418032,5
110.41801486930714,28.809299042144378,865.3122729045359,3
113.2691699328019,28.446676392251742,637.9617686701674,2
110.80112929771612,25.213791755599022,-104.39316550202473,5
114.81163798035253,25.942527013376925,272.0094609535148,5
113.67691618275111,28.951484815801862,237.3131158915092,4
112.23830074939681,26.759739134446527,1726.1156874189371,4
113.40872085363134,26.519160192444453,163.2188261087146,4
111.8336482969671,26.534639439593846,2026.075753648865,1
110.05673363711183,29.921392071884643,883.1826050494676,3
113.37595509327623,28.379079166911986,378.7280459238728,2
112.6464248306326,26.0118262727518,335.47107551970413,4
113.45447357125006,27.060478810524163,1710.713646749901,2
114.02264220373102,28.344685319492026,-3.6389225937578544,3
112.60663655371307,27.979318661550543,732.1291283493772,5
114.40059156588458,26.422134578994545,1461.7485252002682,1
114.77568229580531,25.96520385930348,1581.2862144146598,3
113.71833466825552,26.723945763340495,1314.7034510201017,4
114.57709477516468,27.662995577275844,2165.244157129801,5
113.02130897886443,25.449304774795333,363.15673154221344,2
110.57718883656673,28.731079976210136,-108.29494309083783,2
113.05126538492155,29.943769529477173,487.60076352585475,4
111.4173300910414,29.49659860028997,1674.8891321478052,4
113.52376078696284,29.077408823147483,362.69343877348547,3
113.27956890419058,26.705170151832053,415.6851818667317,4
110.04669760575084,29.264658081205013,1617.9694392974504,4
114.15540227382776,25.524951047471948,1970.4347681131371,5
110.9794560379714,28.487100711680963,122.11025034869672,4
110.77117261800566,25.26370741409295,162.2017804438418,4
110.4583568645066,28.488371776070604,1687.6790994010814,3
110.06910850054874,29.01831889012737,974.266139551713,3
112.98562654750526,26.898539649318334,267.4923681144563,5
111.87511720144865,27.811842724734394,1989.191038968319,3
110.97112193716528,29.114981378035605,1616.9604482743346,5
110.30238073511171,27.141609902980644,1398.440527031401,5
110.97539446495335,28.37167736395228,671.9438059464237,3
114.84643000640581,28.12230211562069,1814.2302973415256,1
111.00571068734143,25.238859015233675,1975.1940449965064,1
113.99853660404608,25.23552983058662,1734.4293916782356,3
110.24269910443519,27.416636802974466,-125.95568749029262,3
112.46560483810062,25.41973299910118,2181.072770343407,2
110.94311725321818,29.684765096067032,2075.9907185491875,2
112.86422539666405,26.530596654898602,1697.4464415237387,3
114.34668930301845,29.581758718632805,342.0725932357517,4
110.51665679569554,26.735547266841834,950.6879902898509,1
110.86020077224366,25.693361078359665,997.177269807471,1
112.68701913468854,25.522803152367963,941.8435413908567,5
112.5796275898301,26.7972836958706,1075.302092087608,3
113.15322972746007,26.536748325821875,940.4622025685783,3
113.28482119376505,25.568815801628645,5.814256764958515,4
113.31691956442076,28.138991587555797,-100.11237047644255,4
114.15069442434718,25.124458424721283,472.5699118869031,3
112.45464072200367,25.832286347093206,100.81294596887409,5
112.51016583481253,26.921846088436244,52.56621358326072,1
112.09156804285332,27.145312174939047,401.45370996710494,5
110.96865008378931,29.43053036804851,2080.713799511955,2
111.09153682952815,27.691414143780545,2061.413198436288,1
113.20675461585259,29.66472519586045,1316.8899106719311,5
110.24400858802782,28.68627337025068,1712.806335325776,4
112.86760154063882,27.051439866393203,1997.5861392724555,1
112.30655147497671,27.266672249860935,337.1378145318668,2
114.88470003746548,27.8058734115664,365.0335074637219,5
114.43234735884207,27.82893275600895,160.8617808161813,4
110.0896609047058,27.276629174619273,111.7843609516919,1
112.60179026007442,27.390910976795222,1338.723631861996,3
113.46701433507084,26.391534565553478,2125.21372619167,5
111.9408693231817,27.547884818159247,334.7841122111748,2
113.43577595668215,26.741108694404453,1742.8930488048893,4
114.11483318838671,25.0197413175002,47.314570915816546,4
110.27501265320404,29.443220405081124,1876.1522455180223,1
112.14816024464342,27.67405639809533,1402.854028976911,1
110.68297056664686,26.90058049292921,865.0954672553867,2
110.60552320767546,26.91372635538233,1541.6776950605547,3
114.59906296972412,29.880636882838573,1804.6385361289913,2
111.75354211011053,26.25316097467194,473.9384391074391,4
